snpId,GeneID,GeneSymbol,Disease,Rank,Reps,HighHits,Rules,RankOrder,chromosome,position,variant_consequence_type,Severity,Shape,BPfull,SeverityPlot,Label
rs3824968,6653,SORL1,Alzheimer's Disease,6307,10,77.1,1152.4,630.7,11,121605213,synonymous variant,Low,19,1867385479,1,""
rs3825932,1512,CTSH,Multiple Sclerosis,2061.5,10,35.4,748.9,206.15,15,78943104,intron variant,Modifier,19,2290521208,2,""
rs3825942,4016,LOXL1,Alzheimer's Disease,4380.5,9,28.5555555555556,1439.66666666667,486.722222222222,15,73927241,missense variant,Moderate,19,2285505345,3,""
rs3826656,945,CD33,Alzheimer's Disease,12224.5,10,26.2,362.8,1222.45,19,51223357,upstream gene variant,Modifier,19,2592040385,2,""
rs3828309,55054,ATG16L1,Multiple Sclerosis,4435,10,25.8,209.2,443.5,2,233271764,intron variant,Modifier,19,480690784,2,""
rs3832852,2,A2M,Alzheimer's Disease,730,10,41.7,1253.1,73,12,9093581,splice acceptor variant,High,8,1877934572,4,""
rs3832852,2,A2M,Parkinson Disease,1334,10,60.7,1081,133.4,12,9093581,splice acceptor variant,High,8,1877934572,4,""
rs3846662,3156,HMGCR,Alzheimer's Disease,7828.5,9,28.2222222222222,1249.55555555556,869.833333333333,5,75355259,non coding transcript exon variant,Modifier,19,920793777,2,""
rs3857053,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89724523,3 prime UTR variant,Modifier,19,765989630,2,""
rs3857059,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89754087,intron variant,Modifier,19,766019194,2,""
rs3865444,945,CD33,Alzheimer's Disease,12224.5,10,26.2,362.8,1222.45,19,51224706,upstream gene variant,Modifier,19,2592041734,2,""
rs387906410,1029,CDKN2A,Parkinson Disease,2857,6,34.8333333333333,1575.83333333333,476.166666666667,9,21971019,missense variant,Moderate,19,1504687106,3,""
rs387906942,27429,HTRA2,Parkinson Disease,4406,10,45.3,686.7,440.6,2,74530433,missense variant,Moderate,19,321949453,3,""
rs3925681,341,APOC1,Alzheimer's Disease,5694,10,41.7,1253.1,569.4,19,44917843,intron variant,Modifier,19,2585734871,2,""
rs393152,104909134,LINC02210-CRHR1,Alzheimer's Disease,13988,8,10.125,107.75,1748.5,17,45641777,non coding transcript exon variant,Modifier,8,2436468499,2,""
rs393152,104909134,LINC02210-CRHR1,Parkinson Disease,13368.5,10,10.6,106.2,1336.85,17,45641777,non coding transcript exon variant,Modifier,8,2436468499,2,""
rs3935067,2041,EPHA1,Alzheimer's Disease,9184,10,32.5,595.2,918.4,7,143407238,intron variant,Modifier,19,1328200526,2,""
rs397507444,4524,MTHFR,Alzheimer's Disease,8746,8,17.5,648.5,1093.25,1,11794407,missense variant,Moderate,8,11794407,3,""
rs397507444,4524,MTHFR,Multiple Sclerosis,2813,8,14.25,589.5,351.625,1,11794407,missense variant,Moderate,8,11794407,3,""
rs397507444,4524,MTHFR,Parkinson Disease,7528,8,24.75,539.25,941,1,11794407,missense variant,Moderate,8,11794407,3,""
rs397515634,7345,UCHL1,Parkinson Disease,2857.5,9,70.5555555555556,1418.33333333333,317.5,4,41256996,missense variant,Moderate,19,717522103,3,""
rs397780637,9463,PICK1,Alzheimer's Disease,13271,10,13.1,598.7,1327.1,22,38057199,5 prime UTR variant,Modifier,19,2739379958,2,""
rs407135,4891,SLC11A2,Alzheimer's Disease,3435.5,9,52.7777777777778,1722.66666666667,381.722222222222,12,51017570,intron variant,Modifier,19,1919858561,2,""
rs4130047,6014,RIT2,Parkinson Disease,11087,10,33.7,220.1,1108.7,18,43098270,intron variant,Modifier,19,2508629754,2,""
rs41345849,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73173634,missense variant,Moderate,19,2179955707,3,""
rs4145462,9019,MPZL1,Alzheimer's Disease,9184,10,32.5,595.2,918.4,1,167749262,intron variant,Modifier,19,167749262,2,""
rs4147929,10347,ABCA7,Alzheimer's Disease,9913.5,10,28.4,606.1,991.35,19,1063444,intron variant,Modifier,19,2541880472,2,""
rs415430,7473,WNT3,Parkinson Disease,9265,10,33.1,414.2,926.5,17,46781778,intron variant,Modifier,19,2437608500,2,""
rs417968,104909134,LINC02210-CRHR1,Parkinson Disease,13368.5,10,10.6,106.2,1336.85,17,45651010,non coding transcript exon variant,Modifier,19,2436477732,2,""
rs4236673,1191,CLU,Alzheimer's Disease,3890,10,72,1048.3,389,8,27607412,intron variant,Modifier,19,1367710676,2,""
rs423674,116028,RMI2,Multiple Sclerosis,1118,9,55,947.666666666667,124.222222222222,16,11279548,intron variant,Modifier,19,2312186426,2,""
rs4291,1636,ACE,Alzheimer's Disease,12224.5,10,26.2,362.8,1222.45,17,63476833,upstream gene variant,Modifier,19,2454303555,2,""
rs4291702,9846,GAB2,Alzheimer's Disease,6937,10,58.7,583.8,693.7,11,78290202,intron variant,Modifier,19,1824070468,2,""
rs4308217,942,CD86,Multiple Sclerosis,1307,7,25.8571428571429,1809,186.714285714286,3,122074340,intron variant,Modifier,19,602765124,2,""
rs4311,1636,ACE,Alzheimer's Disease,12224.5,10,26.2,362.8,1222.45,17,63483402,intron variant,Modifier,19,2454310124,2,""
rs431905511,6622,SNCA,Parkinson Disease,942,10,77.9,3029.6,94.2,4,89828154,missense variant,Moderate,19,766093261,3,""
rs4343,1636,ACE,Alzheimer's Disease,14716,10,26.2,362.8,1471.6,17,63488670,synonymous variant,Low,19,2454315392,1,""
rs4351,1636,ACE,Alzheimer's Disease,12224.5,10,26.2,362.8,1222.45,17,63492371,intron variant,Modifier,19,2454319093,2,""
rs439401,,"",Alzheimer's Disease,9152,10,36.6666666666667,1191,915.2,19,44911194,non coding transcript exon variant,Modifier,19,2585728222,2,""
rs441,217,ALDH2,Parkinson Disease,1619,10,89,3071.3,161.9,12,111791045,intron variant,Modifier,19,1980632036,2,""
rs4420638,341,APOC1,Alzheimer's Disease,5694,10,41.7,1253.1,569.4,19,44919689,downstream gene variant,Modifier,19,2585736717,2,""
rs442495,102,ADAM10,Alzheimer's Disease,13988,8,10.125,107.75,1748.5,15,58730416,intron variant,Modifier,19,2270308520,2,""
rs4482334,1394,CRHR1,Parkinson Disease,6465,10,53,691.3,646.5,17,45835464,3 prime UTR variant,Modifier,19,2436662186,2,""
rs4482334,104909134,LINC02210-CRHR1,Parkinson Disease,13368.5,10,10.6,106.2,1336.85,17,45835464,3 prime UTR variant,Modifier,19,2436662186,2,""
rs4525537,1394,CRHR1,Parkinson Disease,6465,10,53,691.3,646.5,17,45835357,3 prime UTR variant,Modifier,19,2436662079,2,""
rs4525537,104909134,LINC02210-CRHR1,Parkinson Disease,13368.5,10,10.6,106.2,1336.85,17,45835357,3 prime UTR variant,Modifier,19,2436662079,2,""
rs45478900,65018,PINK1,Parkinson Disease,3193,10,44.3,1178.5,319.3,1,20648612,missense variant,Moderate,19,20648612,3,""
rs45539432,65018,PINK1,Parkinson Disease,1540,10,44.3,1178.5,154,1,20649109,stop gained,High,19,20649109,4,""
rs45592833,22933,SIRT2,Parkinson Disease,3508,10,74.1,1438.4,350.8,19,38878995,3 prime UTR variant,Modifier,19,2579696023,2,""
rs4633,1312,COMT,Parkinson Disease,8464,10,55.2,651.4,846.4,22,19962712,synonymous variant,Low,19,2721285471,1,""
rs4640231,1394,CRHR1,Parkinson Disease,6465,10,53,691.3,646.5,17,45835420,3 prime UTR variant,Modifier,19,2436662142,2,""
rs4640231,104909134,LINC02210-CRHR1,Parkinson Disease,13368.5,10,10.6,106.2,1336.85,17,45835420,3 prime UTR variant,Modifier,19,2436662142,2,""
rs464138,4599,MX1,Multiple Sclerosis,2354,6,13.5,1065.83333333333,392.333333333333,21,41426246,5 prime UTR variant,Modifier,19,2697211125,2,""
rs4646953,3416,IDE,Alzheimer's Disease,9164.5,9,22.8888888888889,954.777777777778,1018.27777777778,10,92574198,upstream gene variant,Modifier,19,1712308317,2,""
rs4646958,3416,IDE,Alzheimer's Disease,9164.5,9,22.8888888888889,954.777777777778,1018.27777777778,10,92454602,intron variant,Modifier,19,1712188721,2,""
rs466448,351,APP,Parkinson Disease,2535,6,65.5,2266.83333333333,422.5,21,26171790,intron variant,Modifier,19,2681956669,2,""
rs4680,1312,COMT,Alzheimer's Disease,6265.5,9,31.2222222222222,673.555555555556,696.166666666667,22,19963748,missense variant,Moderate,8,2721286507,3,""
rs4680,1312,COMT,Parkinson Disease,4090,10,55.2,651.4,409,22,19963748,missense variant,Moderate,8,2721286507,3,""
rs4704171,256006,ANKRD31,Alzheimer's Disease,17226,10,2.6,187.6,1722.6,5,75072429,intron variant,Modifier,19,920510947,2,""
rs4717806,6804,STX1A,Alzheimer's Disease,3807,10,71.8,992.6,380.7,7,73702147,intron variant,Modifier,19,1258495435,2,""
rs4728142,,"",Multiple Sclerosis,3019.5,10,39.4,352.7,301.95,7,128933913,upstream gene variant,Modifier,19,1313727201,2,""
rs4732728,2053,EPHX2,Alzheimer's Disease,7394.5,10,31.9,1053.6,739.45,8,27584004,intron variant,Modifier,19,1367687268,2,""
rs4746720,23411,SIRT1,Parkinson Disease,496,10,262.1,3833.3,49.6,10,67917073,3 prime UTR variant,Modifier,19,1687651192,2,""
rs474951,932,MS4A3,Alzheimer's Disease,14956,10,26.2,176.2,1495.6,11,60071148,downstream gene variant,Modifier,19,1805851414,2,""
rs4752293,2869,GRK5,Parkinson Disease,7139,10,69,414.4,713.9,10,119342186,intron variant,Modifier,19,1739076305,2,""
rs4763655,3820,KLRB1,Multiple Sclerosis,4040,8,14.25,589.5,505,12,9602982,intron variant,Modifier,19,1878443973,2,""
rs476428,23305,ACSL6,Alzheimer's Disease,9913.5,10,28.4,606.1,991.35,5,131965922,intron variant,Modifier,19,977404440,2,""
rs4767944,217,ALDH2,Parkinson Disease,1619,10,89,3071.3,161.9,12,111771537,intron variant,Modifier,19,1980612528,2,""
rs4769874,241,ALOX5AP,Alzheimer's Disease,14956,10,26.2,176.2,1495.6,13,30752304,intron variant,Modifier,19,2024447085,2,""
rs4792891,4137,MAPT,Parkinson Disease,5440,10,63.6,815,544,17,45896132,non coding transcript exon variant,Modifier,19,2436722854,2,""
rs479333,58484,NLRC4,Multiple Sclerosis,4040,8,14.25,589.5,505,2,32264089,intron variant,Modifier,19,279683109,2,""
rs4803750,602,BCL3,Alzheimer's Disease,3181.5,10,76.9,1095.7,318.15,19,44744370,upstream gene variant,Modifier,19,2585561398,2,""
rs4803770,,"",Alzheimer's Disease,5694,10,41.7,1253.1,569.4,19,44924096,upstream gene variant,Modifier,19,2585741124,2,""
rs4803791,5971,RELB,Alzheimer's Disease,2374,10,72,1416.5,237.4,19,45020325,intron variant,Modifier,19,2585837353,2,""
rs4807399,116444,GRIN3B,Alzheimer's Disease,13574,8,10.125,107.75,1696.75,19,1004711,missense variant,Moderate,19,2541821739,3,""
rs4818,1312,COMT,Parkinson Disease,8464,10,55.2,651.4,846.4,22,19963684,synonymous variant,Low,19,2721286443,1,""
rs482912,27074,LAMP3,Parkinson Disease,4531,10,53,708.8,453.1,3,183135882,missense variant,Moderate,19,663826666,3,""
rs483082,341,APOC1,Alzheimer's Disease,5694,10,41.7,1253.1,569.4,19,44912921,non coding transcript exon variant,Modifier,19,2585729949,2,""
rs486416,10919,EHMT2,Multiple Sclerosis,4435,10,25.8,209.2,443.5,6,31888293,intron variant,Modifier,19,1053953558,2,""
rs4877365,1612,DAPK1,Alzheimer's Disease,2616,10,77.1,1336,261.6,9,87540777,intron variant,Modifier,8,1570256864,2,""
rs4877365,1612,DAPK1,Parkinson Disease,2828,10,97.3,1223.2,282.8,9,87540777,intron variant,Modifier,8,1570256864,2,""
rs4878104,1612,DAPK1,Alzheimer's Disease,2616,10,77.1,1336,261.6,9,87578076,intron variant,Modifier,8,1570294163,2,""
rs4878104,1612,DAPK1,Parkinson Disease,2828,10,97.3,1223.2,282.8,9,87578076,intron variant,Modifier,8,1570294163,2,""
rs4880,6648,SOD2,Alzheimer's Disease,851,10,83.5,1694.9,85.1,6,159692840,missense variant,Moderate,8,1181758105,3,""
rs4880,6648,SOD2,Parkinson Disease,802,10,134,1708.9,80.2,6,159692840,missense variant,Moderate,8,1181758105,3,""
rs4889603,9739,SETD1A,Parkinson Disease,9085.5,8,11.75,561.125,1135.6875,16,30970904,intron variant,Modifier,19,2331877782,2,""
rs4896030,6446,SGK1,Alzheimer's Disease,332,10,145.9,3041.5,33.2,6,134242215,intron variant,Modifier,19,1156307480,2,""
rs4919621,5309,PITX3,Parkinson Disease,8825,10,28.3,605.9,882.5,10,102238914,intron variant,Modifier,19,1721973033,2,""
rs4924273,10125,RASGRP1,Multiple Sclerosis,3287,10,25.8,400.3,328.7,15,38554537,intron variant,Modifier,19,2250132641,2,""
rs4934,12,SERPINA3,Alzheimer's Disease,1596,10,66.9,1048.3,159.6,14,94614466,missense variant,Moderate,19,2201396539,3,""
rs4945261,9846,GAB2,Alzheimer's Disease,6937,10,58.7,583.8,693.7,11,78279214,intron variant,Modifier,19,1824059480,2,""
rs495078,57724,EPG5,Alzheimer's Disease,7706,10,39.5,827.3,770.6,18,45829910,intron variant,Modifier,19,2511361394,2,""
rs4950928,1116,CHI3L1,Alzheimer's Disease,9879,8,12.125,1090.25,1234.875,1,203186754,upstream gene variant,Modifier,19,203186754,2,""
rs4953911,4249,MGAT5,Multiple Sclerosis,4435,10,25.8,209.2,443.5,2,134311223,intron variant,Modifier,19,381730243,2,""
rs4955783,27333,GOLIM4,Alzheimer's Disease,10754,10,32.5,409.6,1075.4,3,168031109,intron variant,Modifier,19,648721893,2,""
rs4968782,,"",Alzheimer's Disease,12224.5,10,26.2,362.8,1222.45,17,63471115,upstream gene variant,Modifier,19,2454297837,2,""
rs4986790,7099,TLR4,Alzheimer's Disease,6369,10,32.5,595.2,636.9,9,117713024,missense variant,Moderate,8,1600429111,3,""
rs4986790,7099,TLR4,Multiple Sclerosis,1657,10,25.8,590.4,165.7,9,117713024,missense variant,Moderate,8,1600429111,3,""
rs4986791,7099,TLR4,Multiple Sclerosis,1657,10,25.8,590.4,165.7,9,117713324,missense variant,Moderate,8,1600429411,3,""
rs4986791,7099,TLR4,Parkinson Disease,5878,10,33.7,607.3,587.8,9,117713324,missense variant,Moderate,8,1600429411,3,""
rs501945,,"",Alzheimer's Disease,14956,10,26.2,176.2,1495.6,11,60076769,upstream gene variant,Modifier,19,1805857035,2,""
rs5030732,7345,UCHL1,Alzheimer's Disease,2048,6,56.5,1506,341.333333333333,4,41257616,missense variant,Moderate,8,717522723,3,""
rs5030732,7345,UCHL1,Parkinson Disease,2857.5,9,70.5555555555556,1418.33333333333,317.5,4,41257616,missense variant,Moderate,8,717522723,3,""
rs514049,102,ADAM10,Alzheimer's Disease,13988,8,10.125,107.75,1748.5,15,58750164,intron variant,Modifier,19,2270328268,2,""
rs5174,7804,LRP8,Alzheimer's Disease,3938,10,45.8,873.1,393.8,1,53247055,missense variant,Moderate,8,53247055,3,""
rs5174,7804,LRP8,Parkinson Disease,5057,10,51.4,732.6,505.7,1,53247055,missense variant,Moderate,8,53247055,3,""
rs527162,8301,PICALM,Alzheimer's Disease,14956,10,26.2,176.2,1495.6,11,86004693,intron variant,Modifier,19,1831784959,2,""
rs5320,1621,DBH,Parkinson Disease,11695.5,10,10,300.3,1169.55,9,133642351,missense variant,Moderate,19,1616358438,3,""
rs532658514,26058,GIGYF2,Parkinson Disease,9015,10,33.7,220.1,901.5,2,232844225,missense variant,Moderate,19,480263245,3,""
rs535586,10919,EHMT2,Multiple Sclerosis,5225,10,25.8,209.2,522.5,6,31892560,splice region variant,Low,19,1053957825,1,""
rs536841,,"",Alzheimer's Disease,14956,10,26.2,176.2,1495.6,11,86076782,intergenic variant,,19,1831857048,2,""
rs537715421,114548,NLRP3,Parkinson Disease,6246,10,21.9,874.4,624.6,1,247419020,missense variant,Moderate,19,247419020,3,""
rs538662666,12,SERPINA3,Alzheimer's Disease,7270.5,10,66.9,1048.3,727.05,14,94614480,synonymous variant,Low,19,2201396553,1,""
rs541458,,"",Alzheimer's Disease,14956,10,26.2,176.2,1495.6,11,86077309,regulatory region variant,,19,1831857575,2,""
rs542002959,22861,NLRP1,Multiple Sclerosis,979,10,35.4,748.9,97.9,17,5558937,missense variant,Moderate,19,2396385659,3,""
rs542171324,6622,SNCA,Parkinson Disease,942,10,77.9,3029.6,94.2,4,89828148,missense variant,Moderate,19,766093255,3,""
rs5443,2784,GNB3,Multiple Sclerosis,4267,8,14.25,784,533.375,12,6845711,synonymous variant,Low,19,1875686702,1,""
rs545532525,3949,LDLR,Parkinson Disease,776,10,115.5,4991.3,77.6,19,11110753,missense variant,Moderate,19,2551927781,3,""
rs5498,3383,ICAM1,Parkinson Disease,34,10,395.9,10601.7,3.4,19,10285007,missense variant,Moderate,19,2551102035,3,rs5498
rs551221430,5728,PTEN,Parkinson Disease,238,10,236,6399.7,23.8,10,87933109,missense variant,Moderate,19,1707667228,3,""
rs55829688,60674,GAS5,Multiple Sclerosis,2609,8,11.25,1318,326.125,1,173868168,5 prime UTR variant,Modifier,19,173868168,2,""
rs55923289,,"",Alzheimer's Disease,3181.5,10,76.9,1095.7,318.15,19,44737327,intergenic variant,,19,2585554355,2,""
rs56092260,5071,PRKN,Parkinson Disease,7704,9,11,998.777777777778,856,6,161386865,missense variant,Moderate,19,1183452130,3,""
rs56131196,341,APOC1,Alzheimer's Disease,5694,10,41.7,1253.1,569.4,19,44919589,downstream gene variant,Modifier,19,2585736617,2,""
rs56261258,5817,PVR,Alzheimer's Disease,13141,8,10.125,294.5,1642.625,19,44646342,intron variant,Modifier,19,2585463370,2,""
rs562962093,4153,MBL2,Alzheimer's Disease,6610,10,41.7,891.7,661,10,52771740,upstream gene variant,Modifier,19,1672505859,2,""
rs56357845,1124,CHN2,Alzheimer's Disease,14956,10,26.2,176.2,1495.6,7,29210652,intron variant,Modifier,19,1214003940,2,""
rs56402156,2041,EPHA1,Alzheimer's Disease,9184,10,32.5,595.2,918.4,7,143406388,intron variant,Modifier,19,1328199676,2,""
rs571092914,5071,PRKN,Parkinson Disease,7704,9,11,998.777777777778,856,6,161360181,missense variant,Moderate,19,1183425446,3,""
rs571537271,55486,PARL,Parkinson Disease,9015,10,33.7,220.1,901.5,3,183867956,missense variant,Moderate,19,664558740,3,""
rs573951598,1593,CYP27A1,Multiple Sclerosis,2268,10,25.8,400.3,226.8,2,218814408,missense variant,Moderate,19,466233428,3,""
rs575031539,1029,CDKN2A,Parkinson Disease,2857,6,34.8333333333333,1575.83333333333,476.166666666667,9,21971020,missense variant,Moderate,19,1504687107,3,""
rs5754166,7332,UBE2L3,Alzheimer's Disease,6605,10,45.6,820.7,660.5,22,21576488,intron variant,Modifier,19,2722899247,2,""
rs584007,341,APOC1,Alzheimer's Disease,5694,10,41.7,1253.1,569.4,19,44913221,non coding transcript exon variant,Modifier,19,2585730249,2,""
rs588076,8301,PICALM,Alzheimer's Disease,14956,10,26.2,176.2,1495.6,11,85980619,intron variant,Modifier,19,1831760885,2,""
rs588765,1138,CHRNA5,Parkinson Disease,9082.5,8,24.125,539.25,1135.3125,15,78573083,intron variant,Modifier,19,2290151187,2,""
rs592297,8301,PICALM,Alzheimer's Disease,16388,10,26.2,176.2,1638.8,11,86014894,synonymous variant,Low,19,1831795160,1,""
rs59325138,341,APOC1,Alzheimer's Disease,5694,10,41.7,1253.1,569.4,19,44913034,non coding transcript exon variant,Modifier,19,2585730062,2,""
rs593742,,"",Alzheimer's Disease,13988,8,10.125,107.75,1748.5,15,58753575,intron variant,Modifier,19,2270331679,2,""
rs59904869,1286,COL4A4,Alzheimer's Disease,11337,8,17.5,648.5,1417.125,2,227138926,intron variant,Modifier,19,474557946,2,""
rs600491,1718,DHCR24,Alzheimer's Disease,4441,10,41.7,1621.3,444.1,1,54867852,intron variant,Modifier,19,54867852,2,""
rs601999,,"",Parkinson Disease,11087,10,33.7,220.1,1108.7,17,42546140,intron variant,Modifier,19,2433372862,2,""
rs60239918,79760,GEMIN7,Alzheimer's Disease,13367,10,32.5,223,1336.7,19,45077114,intron variant,Modifier,19,2585894142,2,""
rs61068452,3635,INPP5D,Alzheimer's Disease,13367,10,32.5,223,1336.7,2,233105789,intron variant,Modifier,19,480524809,2,""
rs61144803,8738,CRADD,Alzheimer's Disease,10754,10,32.5,409.6,1075.4,12,93841389,intron variant,Modifier,19,1962682380,2,""
rs61751103,102,ADAM10,Alzheimer's Disease,13574,8,10.125,107.75,1696.75,15,58665172,missense variant,Moderate,19,2270243276,3,""
rs62063857,4137,MAPT,Parkinson Disease,3388,10,63.6,815,338.8,17,45999299,missense variant,Moderate,19,2436826021,3,""
rs62117162,,"",Alzheimer's Disease,3181.5,10,76.9,1095.7,318.15,19,44736280,intergenic variant,,19,2585553308,2,""
rs62117204,,"",Alzheimer's Disease,3181.5,10,76.9,1095.7,318.15,19,44739710,intergenic variant,,19,2585556738,2,""
rs62117205,602,BCL3,Alzheimer's Disease,3181.5,10,76.9,1095.7,318.15,19,44752009,intron variant,Modifier,19,2585569037,2,""
rs62400067,54901,CDKAL1,Alzheimer's Disease,14956,10,26.2,176.2,1495.6,6,20592753,intron variant,Modifier,19,1042658018,2,""
rs62637702,5071,PRKN,Parkinson Disease,9295.5,9,11,998.777777777778,1032.83333333333,6,161350005,3 prime UTR variant,Modifier,19,1183415270,2,""
rs62643364,5621,PRNP,Alzheimer's Disease,5422,6,55,1541.33333333333,903.666666666667,20,4699466,synonymous variant,Low,8,2596741715,1,""
rs62643364,5621,PRNP,Parkinson Disease,5069,9,77.8888888888889,1476.44444444444,563.222222222222,20,4699466,synonymous variant,Low,8,2596741715,1,""
rs6265,627,BDNF,Parkinson Disease,2368,9,39.5555555555556,2233.55555555556,263.111111111111,11,27658369,missense variant,Moderate,19,1773438635,3,""
rs6267,1312,COMT,Parkinson Disease,4090,10,55.2,651.4,409,22,19962740,missense variant,Moderate,19,2721285499,3,""
rs6269,1312,COMT,Parkinson Disease,6332,10,55.2,651.4,633.2,22,19962429,5 prime UTR variant,Modifier,19,2721285188,2,""
rs6277,1813,DRD2,Parkinson Disease,8098,10,46.7,965.3,809.8,11,113412737,synonymous variant,Low,19,1859193003,1,""
rs6283,1816,DRD5,Parkinson Disease,12579.5,10,33.7,220.1,1257.95,4,9783007,synonymous variant,Low,19,686048114,1,""
rs6283,56606,SLC2A9,Parkinson Disease,12579.5,10,33.7,220.1,1257.95,4,9783007,synonymous variant,Low,19,686048114,1,""
rs6330,4803,NGF,Alzheimer's Disease,8746,8,17.5,648.5,1093.25,1,115286692,missense variant,Moderate,19,115286692,3,""
rs6332,4908,NTF3,Alzheimer's Disease,16388,10,26.2,176.2,1638.8,12,5494466,synonymous variant,Low,19,1874335457,1,""
rs6334,4914,NTRK1,Alzheimer's Disease,5204,6,25.1666666666667,741.166666666667,867.333333333333,1,156876441,missense variant,Moderate,19,156876441,3,""
rs6336,4914,NTRK1,Alzheimer's Disease,5204,6,25.1666666666667,741.166666666667,867.333333333333,1,156879126,missense variant,Moderate,19,156879126,3,""
rs6356,7054,TH,Parkinson Disease,6806,8,14.125,1037.625,850.75,11,2169721,missense variant,Moderate,19,1747949987,3,""
rs63749805,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73173577,missense variant,Moderate,19,2179955650,3,""
rs63749824,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73170945,missense variant,Moderate,19,2179953018,3,""
rs63749855,4137,MAPT,Alzheimer's Disease,3045.5,9,50.6666666666667,953.333333333333,338.388888888889,17,46014271,missense variant,Moderate,19,2436840993,3,""
rs63749885,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73186859,missense variant,Moderate,19,2179968932,3,""
rs63749925,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73219191,missense variant,Moderate,19,2180001264,3,""
rs63749961,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73192772,missense variant,Moderate,19,2179974845,3,""
rs63750001,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73219188,missense variant,Moderate,19,2180001261,3,""
rs63750004,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73173655,missense variant,Moderate,19,2179955728,3,""
rs63750009,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73192760,missense variant,Moderate,19,2179974833,3,""
rs63750050,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73198106,missense variant,Moderate,19,2179980179,3,""
rs63750072,4137,MAPT,Alzheimer's Disease,3045.5,9,50.6666666666667,953.333333333333,338.388888888889,17,45983493,missense variant,Moderate,19,2436810215,3,""
rs63750082,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73192712,missense variant,Moderate,19,2179974785,3,""
rs63750083,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73219177,missense variant,Moderate,19,2180001250,3,""
rs63750219,5663,PSEN1,Alzheimer's Disease,608,10,45.8,1243.3,60.8,14,73206385,splice acceptor variant,High,19,2179988458,4,""
rs63750231,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73198100,missense variant,Moderate,19,2179980173,3,""
rs63750265,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73186869,missense variant,Moderate,19,2179968942,3,""
rs63750301,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73198052,missense variant,Moderate,19,2179980125,3,""
rs63750306,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73173663,missense variant,Moderate,19,2179955736,3,""
rs63750311,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73192647,missense variant,Moderate,19,2179974720,3,""
rs63750353,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73173630,missense variant,Moderate,19,2179955703,3,""
rs63750376,4137,MAPT,Alzheimer's Disease,3045.5,9,50.6666666666667,953.333333333333,338.388888888889,17,45996657,missense variant,Moderate,19,2436823379,3,""
rs63750391,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73173665,missense variant,Moderate,19,2179955738,3,""
rs63750424,4137,MAPT,Alzheimer's Disease,3045.5,9,50.6666666666667,953.333333333333,338.388888888889,17,46024061,missense variant,Moderate,19,2436850783,3,""
rs63750444,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73192745,missense variant,Moderate,19,2179974818,3,""
rs63750526,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73192832,missense variant,Moderate,19,2179974905,3,""
rs63750570,4137,MAPT,Alzheimer's Disease,3045.5,9,50.6666666666667,953.333333333333,338.388888888889,17,46018629,missense variant,Moderate,19,2436845351,3,""
rs63750577,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73186881,missense variant,Moderate,19,2179968954,3,""
rs63750590,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73186860,missense variant,Moderate,19,2179968933,3,""
rs63750599,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73170963,missense variant,Moderate,19,2179953036,3,""
rs63750646,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73217147,missense variant,Moderate,19,2179999220,3,""
rs63750730,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73173574,missense variant,Moderate,19,2179955647,3,""
rs63750800,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73173585,missense variant,Moderate,19,2179955658,3,""
